Value,Score,Method,Metric,Channel,Optimal,What,Participant,Condition,SamplingRate,MaxFreq,Duration,Dataset
3,0.9999876069132446,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999815195048499,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999756027825688,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999696473103783,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999636189760088,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999576030002406,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999516826539718,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999458601947394,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0259685489107017e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,1.679988537953263e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,2.0324156569280142e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,2.2740847472979292e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,2.4982876240078404e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,2.7212787777141954e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,2.9217598231648095e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,3.0815966507367257e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,3.2096354116771736e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,3.3164694690607077e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.151861611692541,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.873178259012372,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.8057971684866185,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.7942380542012115,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.777481648689818,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.741225946241397,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.705707497984667,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.677669070316866,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.658157054609006,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.64267717549677,fraser1986,Mutual Information,Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999915236309277,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999829906441355,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999746284656376,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999663237167075,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.999957992023248,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999496343098773,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999412774006066,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999329310641424,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999245877120658,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,3.8073579854883354e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.866562439205052e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.437028589883987e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.551577301951419e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.72647049744299e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,7.0315498948275676e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,7.361972186382854e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,7.6228174532013615e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,7.813192403379041e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,8.00204426356426e-06,rosenstein1994,Displacement,Fpz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.118207828512842,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.8327681283284125,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.7418450127431875,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.705061144857799,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.6698447910003456,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.620789330332142,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.573404517919837,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.538704556451236,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.515052844686727,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.496488116494973,fraser1986,Mutual Information,Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999916725772702,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999832862414728,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999750021346848,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999667580187775,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999584945040494,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999502082256843,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999419162585808,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999336271402772,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999253361809691,rosenstein1993,Autocorrelation (FFT),Fp2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,2.8834342206573364e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,4.499454633200202e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.0805560931846235e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.338484957521287e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.614959124127384e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.978636729123703e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,6.355988770862326e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,6.65728132758522e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,6.888356324117429e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,7.084375147205671e-06,rosenstein1994,Displacement,Fp2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.168729552028733,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.849790069279637,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.755368824819498,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.717855128192367,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.689966451569901,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.648177200210953,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.600486208389374,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.5596741497565425,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.533213877064507,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.5148095195921725,fraser1986,Mutual Information,AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999703453248037,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999367877625333,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999109786099942,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9998889835292618,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9998669514351312,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9998434303379333,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9998189593566466,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9997947276414118,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9997712352582405,rosenstein1993,Autocorrelation (FFT),AF8,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,3.2916454397461176e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.0723071837885555e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.674306230058265e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.921539524592713e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.124805709583083e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.4257717394595895e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,6.773832279117206e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,7.07417504638356e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,7.297166920548024e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,7.465123688084506e-06,rosenstein1994,Displacement,AF8,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.293518278213233,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.960110852222317,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.845374102226415,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.785367739108636,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.736535440577531,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.694233162978452,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.655747999567829,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.623193996359234,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.59607667428472,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.576073609129168,fraser1986,Mutual Information,AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999921511118971,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999842825834251,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999764699568011,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.999968664884215,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.999960868279185,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999530740621743,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999452758498588,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999374770881955,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999296791201134,rosenstein1993,Autocorrelation (FFT),AF4,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,3.1286010657614093e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,4.981762235244562e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.822650524170519e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.312295981769042e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.707626548645891e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,7.0594387665764075e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,7.369082392489797e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,7.632646980849121e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,7.84896367650862e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,8.02682376696913e-06,rosenstein1994,Displacement,AF4,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.492599656951251,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.214394038517887,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.0870449380424025,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,5.999849535562853,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,5.929139068976688,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.8673229323224945,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.815098660788528,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.774868163019733,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,5.743038765052991,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,5.7175532939431095,fraser1986,Mutual Information,AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999894220831524,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.999978436399559,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999677013762702,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999570942768621,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999464726599152,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999358259481738,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999252091748665,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999146773607155,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999042138680861,rosenstein1993,Autocorrelation (FFT),AFz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.968834879549329e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,3.2405224245154028e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,3.947053586212337e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,4.447626379261197e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,4.884659508963471e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,5.29156494847915e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,5.64993114418111e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,5.948953632170665e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,6.184494583821471e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,6.372445898641197e-06,rosenstein1994,Displacement,AFz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,6.883553499303856,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,6.682709711942714,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,6.562143625508928,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,6.470106693770356,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,6.39867375107956,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,6.340155348058993,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,6.295066603910985,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,6.259189105366702,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,6.230288978833378,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,6.2082139730715244,fraser1986,Mutual Information,Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999923002630065,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999845850674814,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999768681123853,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.999969148662915,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999614263789217,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999537030368825,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.9999459827586359,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9999382670911172,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9999305553953496,rosenstein1993,Autocorrelation (FFT),Fz,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.10440973284318e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,1.8836704094263947e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,2.4411569648167725e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,2.9210543646604586e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,3.3486633325453497e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,3.7205695920079983e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,4.034261484627602e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.293627263331274e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.50252113935695e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.663996898031768e-06,rosenstein1994,Displacement,Fz,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,5.82160117008161,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,5.359519407622784,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,5.139935831604658,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,4.979739760280132,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,4.851656058763911,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,4.7492568980099215,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,4.667732492211541,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.6064219080906605,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.559974242055728,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.525236552799954,fraser1986,Mutual Information,F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,0.9999845828383239,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,0.9999677993872794,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,0.9999518733814353,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,0.9999359914964119,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,0.9999200257080796,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,0.9999041281808391,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,0.99988845758298,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,0.9998731066596951,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,0.9998581641686228,rosenstein1993,Autocorrelation (FFT),F2,,Delay,S13,Mixed,256.0,52.0,8.45,Texas
1,1.4973855035527052e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
2,2.415497034984821e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
3,2.9445991079316634e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
4,3.3764909931517905e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
5,3.7603925240224383e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
6,4.0962959058258325e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
7,4.37873653748593e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
8,4.612695265024825e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
9,4.7964189328582815e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
10,4.938830086691797e-06,rosenstein1994,Displacement,F2,1.0,Delay,S13,Mixed,256.0,52.0,8.45,Texas
